station,a_teen,a_college,a_adult,a_mid,a_old,a_unkown,r_native,r_asian,r_black,r_latino,r_unknown,r_white,sex_f,s_m,sex_u,total
138 ST.-GRAND CONCOURSE,1,9,13,1,0,0,0,0,9,13,0,2,4,20,0,24
"4,5",1,9,13,1,0,0,0,0,9,13,0,2,4,20,0,24
149 ST.-GRAND CONCOURSE,0,23,50,24,0,0,0,3,48,38,0,8,10,86,1,97
"2,5",0,2,3,4,0,0,0,1,6,2,0,0,1,7,1,9
4,0,21,47,20,0,0,0,2,42,36,0,8,9,79,0,88
161 ST.-YANKEE STADIUM,2,113,212,105,15,0,1,8,164,225,17,32,38,406,3,447
4,1,47,100,72,11,0,0,4,72,132,6,17,22,207,2,231
"B,D",1,66,112,33,4,0,1,4,92,93,11,15,16,199,1,216
167 STREET,0,7,11,1,0,0,0,0,5,14,0,0,4,15,0,19
4,0,5,10,1,0,0,0,0,5,11,0,0,4,12,0,16
"B,D",0,2,1,0,0,0,0,0,0,3,0,0,0,3,0,3
170 STREET,1,26,45,25,0,0,0,0,34,60,0,3,13,84,0,97
4,1,25,38,20,0,0,0,0,31,50,0,3,13,71,0,84
"B,D",0,1,7,5,0,0,0,0,3,10,0,0,0,13,0,13
174-175 STREETS,0,6,6,1,0,0,0,0,6,7,0,0,1,12,0,13
"B,D",0,6,6,1,0,0,0,0,6,7,0,0,1,12,0,13
176 STREET,0,8,14,5,0,0,0,0,11,13,1,2,3,24,0,27
4,0,8,14,5,0,0,0,0,11,13,1,2,3,24,0,27
182-183 STREETS,0,11,13,4,0,0,0,1,11,14,0,2,0,28,0,28
"B,D",0,11,13,4,0,0,0,1,11,14,0,2,0,28,0,28
183 STREET,0,8,4,7,0,0,0,1,0,17,1,0,2,17,0,19
4,0,8,4,7,0,0,0,1,0,17,1,0,2,17,0,19
205 ST.-NORWOOD,0,2,9,2,0,0,0,0,6,6,0,1,1,12,0,13
D,0,2,9,2,0,0,0,0,6,6,0,1,1,12,0,13
219 STREET,0,9,9,5,0,0,0,0,14,7,2,0,1,21,1,23
"2,5",0,9,9,5,0,0,0,0,14,7,2,0,1,21,1,23
225 STREET,0,8,15,2,1,0,0,0,17,9,0,0,2,24,0,26
"2,5",0,8,15,2,1,0,0,0,17,9,0,0,2,24,0,26
233 STREET,0,4,6,5,1,0,0,0,9,6,0,1,5,11,0,16
"2,5",0,4,6,5,1,0,0,0,9,6,0,1,5,11,0,16
238 ST.-NEREID AVE.,0,3,2,3,0,0,0,0,5,3,0,0,4,4,0,8
"2,5",0,3,2,3,0,0,0,0,5,3,0,0,4,4,0,8
241 ST.-WAKEFIELD,1,52,73,24,6,0,0,2,99,49,2,4,16,140,0,156
2,1,52,73,24,6,0,0,2,99,49,2,4,16,140,0,156
3 AVENUE-138 STREET,2,15,38,19,5,0,0,3,34,37,0,5,15,63,1,79
6,2,15,38,19,5,0,0,3,34,37,0,5,15,63,1,79
3 AVENUE-149 STREET,1,25,65,32,0,0,0,2,55,57,2,7,15,108,0,123
"2,5",1,25,65,32,0,0,0,2,55,57,2,7,15,108,0,123
ALLERTON AVENUE,1,14,27,14,0,0,0,4,25,21,0,6,5,51,0,56
"2,5",1,14,27,14,0,0,0,4,25,21,0,6,5,51,0,56
BAYCHESTER AVENUE,0,3,6,0,1,0,0,0,6,4,0,0,1,9,0,10
5,0,3,6,0,1,0,0,0,6,4,0,0,1,9,0,10
BEDFORD PK. BLVD.,0,3,7,0,0,0,0,0,3,7,0,0,1,9,0,10
"B,D",0,3,7,0,0,0,0,0,3,7,0,0,1,9,0,10
BEDFORD PK. BLVD.-LEHMAN COLLEGE,2,15,33,26,2,0,0,1,11,62,2,2,6,72,0,78
4,2,15,33,26,2,0,0,1,11,62,2,2,6,72,0,78
BRONX PARK EAST,0,27,36,15,1,0,1,11,31,30,0,6,13,66,0,79
"2,5",0,27,36,15,1,0,1,11,31,30,0,6,13,66,0,79
BROOK AVENUE,1,19,54,21,1,0,0,0,28,58,2,8,10,86,0,96
6,1,19,54,21,1,0,0,0,28,58,2,8,10,86,0,96
BUHRE AVENUE,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
6,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
BURKE AVENUE,0,8,9,10,0,0,0,2,16,7,1,1,3,24,0,27
"2,5",0,8,9,10,0,0,0,2,16,7,1,1,3,24,0,27
BURNSIDE AVENUE,0,20,36,12,0,1,0,0,31,33,0,5,2,67,0,69
4,0,20,36,12,0,1,0,0,31,33,0,5,2,67,0,69
CASTLE HILL AVENUE,0,12,15,7,0,0,0,2,6,24,1,1,2,32,0,34
6,0,12,15,7,0,0,0,2,6,24,1,1,2,32,0,34
CYPRESS AVENUE,1,15,8,10,0,0,0,0,9,22,1,2,1,33,0,34
6,1,15,8,10,0,0,0,0,9,22,1,2,1,33,0,34
DISTRICT 11 OFFICE,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
N/A,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
DISTRICT 12 OFFICE,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
N/A,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
EAST 143 ST.-ST. MARYS STREET,0,0,1,1,0,0,0,0,0,2,0,0,0,2,0,2
6,0,0,1,1,0,0,0,0,0,2,0,0,0,2,0,2
EAST 149 STREET,1,13,29,6,2,0,0,3,10,35,0,3,2,49,0,51
6,1,13,29,6,2,0,0,3,10,35,0,3,2,49,0,51
EAST 174 STREET,0,6,20,14,2,1,0,0,21,20,0,2,6,37,0,43
"2,5",0,6,20,14,2,1,0,0,21,20,0,2,6,37,0,43
EAST 177 ST.-PARKCHESTER,0,12,11,9,1,0,0,6,12,14,1,0,5,28,0,33
6,0,12,11,9,1,0,0,6,12,14,1,0,5,28,0,33
EAST 180 STREET,2,47,74,26,5,0,0,3,69,70,4,8,24,130,0,154
"2,5",2,47,74,26,5,0,0,3,69,70,4,8,24,130,0,154
EAST TREMONT AV.-WESTCHESTER SQ.,0,2,3,0,0,0,1,0,2,2,0,0,0,5,0,5
6,0,2,3,0,0,0,1,0,2,2,0,0,0,5,0,5
EAST TREMONT AVE.-WEST FARMS SQ.,0,11,24,10,1,0,0,2,19,24,0,1,6,40,0,46
"2,5",0,11,24,10,1,0,0,2,19,24,0,1,6,40,0,46
ELDER AVENUE,0,17,47,29,1,0,0,2,19,72,1,0,10,83,1,94
6,0,17,47,29,1,0,0,2,19,72,1,0,10,83,1,94
Fordham Rd/Grand Concource,0,5,0,1,0,0,0,0,3,2,1,0,1,5,0,6
"B,D",0,5,0,1,0,0,0,0,3,2,1,0,1,5,0,6
FORDHAM ROAD,0,14,59,21,2,0,0,2,26,60,2,6,2,94,0,96
4,0,14,59,21,2,0,0,2,26,60,2,6,2,94,0,96
FREEMAN STREET,1,10,8,3,1,1,0,0,7,13,4,0,2,21,1,24
"2,5",1,10,8,3,1,1,0,0,7,13,4,0,2,21,1,24
GUN HILL ROAD,4,60,89,48,6,0,0,3,115,75,3,11,15,192,0,207
"2,5",3,59,87,47,6,0,0,3,113,72,3,11,14,188,0,202
5,1,1,2,1,0,0,0,0,2,3,0,0,1,4,0,5
HUNTS POINT AVENUE,2,35,58,6,1,1,0,1,39,58,1,4,7,96,0,103
6,2,35,58,6,1,1,0,1,39,58,1,4,7,96,0,103
INTERVALE AVENUE,0,13,37,7,1,0,0,1,21,35,0,1,3,55,0,58
"2,5",0,13,37,7,1,0,0,1,21,35,0,1,3,55,0,58
JACKSON AVENUE,0,12,23,6,0,0,0,0,16,21,2,2,5,36,0,41
"2,5",0,12,23,6,0,0,0,0,16,21,2,2,5,36,0,41
KINGSBRIDGE ROAD,1,6,5,5,1,0,0,0,5,12,1,0,2,15,1,18
4,1,3,0,1,0,0,0,0,1,4,0,0,0,5,0,5
"B,D",0,3,5,4,1,0,0,0,4,8,1,0,2,10,1,13
LONGWOOD AVENUE,0,9,7,2,0,0,0,0,6,11,1,0,2,16,0,18
6,0,9,7,2,0,0,0,0,6,11,1,0,2,16,0,18
MIDDLETOWN ROAD,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
6,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
MORRIS PARK,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,2
5,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,2
MOSHOLU PKWY.,0,5,3,3,0,0,0,0,3,7,0,1,0,11,0,11
4,0,5,3,3,0,0,0,0,3,7,0,1,0,11,0,11
MT. EDEN AVENUE,0,6,5,2,0,0,0,0,4,9,0,0,2,11,0,13
4,0,6,5,2,0,0,0,0,4,9,0,0,2,11,0,13
OFF-SYSTEM,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
OFF-SYSTEM,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
PELHAM BAY PARK,2,1,4,2,0,0,0,1,1,7,0,0,3,6,0,9
6,2,1,4,2,0,0,0,1,1,7,0,0,3,6,0,9
PELHAM PKWY.,0,3,4,3,0,0,0,1,6,2,0,1,3,7,0,10
"2,5",0,2,1,2,0,0,0,0,4,1,0,0,3,2,0,5
5,0,1,3,1,0,0,0,1,2,1,0,1,0,5,0,5
PROSPECT AVENUE,2,20,29,10,1,0,0,1,32,22,3,4,12,49,1,62
"2,5",2,20,29,10,1,0,0,1,32,22,3,4,12,49,1,62
SIMPSON STREET,4,62,89,41,2,0,0,2,100,88,0,8,17,181,0,198
"2,5",4,62,89,41,2,0,0,2,100,88,0,8,17,181,0,198
SOUNDVIEW AVENUE,0,25,37,13,1,0,0,3,26,44,1,2,3,73,0,76
6,0,25,37,13,1,0,0,3,26,44,1,2,3,73,0,76
ST. LAWRENCE AVENUE,1,23,31,11,2,0,0,3,19,42,3,1,2,66,0,68
6,1,23,31,11,2,0,0,3,19,42,3,1,2,66,0,68
TREMONT AVENUE,0,5,6,3,0,0,0,1,2,10,1,0,3,11,0,14
"B,D",0,5,6,3,0,0,0,1,2,10,1,0,3,11,0,14
WHITLOCK AVENUE,1,8,13,0,0,0,0,0,11,10,0,1,5,17,0,22
6,1,8,13,0,0,0,0,0,11,10,0,1,5,17,0,22
WOODLAWN,3,58,84,54,4,0,0,5,65,107,5,21,11,191,1,203
4,3,58,84,54,4,0,0,5,65,107,5,21,11,191,1,203
ZEREGA AVENUE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
6,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
15 ST.-PROSPECT PARK,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"F,G",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
18 AVENUE,0,2,3,3,0,0,0,1,0,4,0,3,2,6,0,8
D,0,0,1,2,0,0,0,0,0,1,0,2,0,3,0,3
F,0,1,1,1,0,0,0,1,0,1,0,1,1,2,0,3
N,0,1,1,0,0,0,0,0,0,2,0,0,1,1,0,2
20 AVENUE,0,2,15,4,1,0,0,5,4,5,0,8,5,17,0,22
D,0,2,10,1,1,0,0,2,3,4,0,5,2,12,0,14
N,0,0,5,3,0,0,0,3,1,1,0,3,3,5,0,8
25 AVENUE,0,0,1,2,0,0,0,0,0,2,0,1,1,2,0,3
D,0,0,1,2,0,0,0,0,0,2,0,1,1,2,0,3
25 STREET,0,10,25,10,0,1,0,2,14,15,1,14,6,39,1,46
R,0,10,25,10,0,1,0,2,14,15,1,14,6,39,1,46
36 STREET,0,13,19,7,2,0,0,5,6,25,0,5,10,31,0,41
"D,N,R",0,13,19,7,2,0,0,5,6,25,0,5,10,31,0,41
4 AVENUE-9 STREET,5,33,62,22,0,0,0,12,20,39,4,47,39,83,0,122
"F,G",5,33,62,22,0,0,0,12,20,39,4,47,39,83,0,122
45 STREET,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
R,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
53 STREET,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
R,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
55 STREET,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,2
D,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,2
59 STREET,0,11,34,9,1,0,0,7,9,29,3,7,9,46,0,55
"N,R",0,11,34,9,1,0,0,7,9,29,3,7,9,46,0,55
71 STREET,0,5,7,8,1,0,0,4,2,5,3,7,7,14,0,21
D,0,5,7,8,1,0,0,4,2,5,3,7,7,14,0,21
77 STREET,0,2,3,3,0,0,0,1,2,2,1,2,0,8,0,8
R,0,2,3,3,0,0,0,1,2,2,1,2,0,8,0,8
79 STREET,0,1,5,1,0,0,0,1,0,2,1,3,1,6,0,7
D,0,1,5,1,0,0,0,1,0,2,1,3,1,6,0,7
7TH AVENUE,0,1,2,0,0,0,0,0,0,2,0,1,0,3,0,3
"B,Q",0,1,2,0,0,0,0,0,0,2,0,1,0,3,0,3
8 AVENUE,0,5,13,9,3,0,0,16,1,10,1,2,4,26,0,30
N,0,5,13,9,3,0,0,16,1,10,1,2,4,26,0,30
86 STREET,0,3,5,3,0,0,0,1,4,5,0,1,1,10,0,11
N,0,3,3,3,0,0,0,1,4,4,0,0,1,8,0,9
R,0,0,2,0,0,0,0,0,0,1,0,1,0,2,0,2
9 AVENUE,0,0,0,2,0,0,0,0,1,1,0,0,0,2,0,2
D,0,0,0,2,0,0,0,0,1,1,0,0,0,2,0,2
9TH STREET,1,2,4,2,0,0,0,1,3,2,0,3,1,8,0,9
R,1,2,4,2,0,0,0,1,3,2,0,3,1,8,0,9
ALABAMA AVENUE,0,0,2,0,0,0,1,0,1,0,0,0,1,1,0,2
J,0,0,2,0,0,0,1,0,1,0,0,0,1,1,0,2
ATLANTIC AVENUE,2,126,131,36,5,0,3,10,147,91,10,39,88,211,1,300
"2,3,4,5",0,95,86,22,3,0,2,7,95,66,8,28,63,143,0,206
"B,Q",0,17,24,8,1,0,0,3,29,12,0,6,18,31,1,50
L,2,14,21,6,1,0,1,0,23,13,2,5,7,37,0,44
"AVENUE ""H""",0,1,5,1,1,0,0,1,3,2,0,2,3,5,0,8
Q,0,1,5,1,1,0,0,1,3,2,0,2,3,5,0,8
"AVENUE ""J""",0,5,10,4,0,0,0,4,3,6,0,6,2,17,0,19
Q,0,5,10,4,0,0,0,4,3,6,0,6,2,17,0,19
"AVENUE ""M""",0,3,4,3,0,0,0,0,2,2,0,6,3,7,0,10
Q,0,3,4,3,0,0,0,0,2,2,0,6,3,7,0,10
"AVENUE ""P""",0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,2
F,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,2
"AVENUE ""U""",0,4,7,1,0,0,0,2,1,4,2,3,0,12,0,12
Q,0,4,7,1,0,0,0,2,1,4,2,3,0,12,0,12
BAY 50 STREET,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
D,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
BAY PARKWAY,0,6,6,5,0,0,0,4,1,9,0,3,3,14,0,17
D,0,3,1,2,0,0,0,3,1,2,0,0,1,5,0,6
F,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,2
N,0,3,3,3,0,0,0,1,0,5,0,3,2,7,0,9
BAY RIDGE AVENUE,0,0,2,5,0,0,0,0,1,3,1,2,2,5,0,7
R,0,0,2,5,0,0,0,0,1,3,1,2,2,5,0,7
BEDFORD AVENUE,0,33,53,7,0,0,0,8,15,25,3,42,25,68,0,93
L,0,33,53,7,0,0,0,8,15,25,3,42,25,68,0,93
BEDFORD-NOSTRAND AVENUES,0,1,2,1,0,0,0,0,1,1,0,2,0,4,0,4
G,0,1,2,1,0,0,0,0,1,1,0,2,0,4,0,4
BERGEN STREET,0,1,6,2,1,0,0,1,1,4,0,4,3,7,0,10
"2,3",0,0,3,2,0,0,0,0,1,1,0,3,2,3,0,5
"F,G",0,1,3,0,1,0,0,1,0,3,0,1,1,4,0,5
BEVERLEY ROAD,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
Q,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
BEVERLY ROAD,0,2,7,2,0,0,1,0,7,3,0,0,3,8,0,11
"2,5",0,2,7,2,0,0,1,0,7,3,0,0,3,8,0,11
BOROUGH HALL,0,2,1,1,2,0,0,0,5,0,0,1,0,6,0,6
"2,3,4,5",0,2,1,1,2,0,0,0,5,0,0,1,0,6,0,6
BOTANIC GARDEN,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
S,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
BRIGHTON BEACH,1,18,23,14,2,0,0,1,5,10,4,38,8,50,0,58
"B,Q",1,18,23,14,2,0,0,1,5,10,4,38,8,50,0,58
BROADWAY,0,1,1,0,0,0,0,0,0,2,0,0,0,2,0,2
G,0,1,1,0,0,0,0,0,0,2,0,0,0,2,0,2
BROADWAY-EAST NEW YORK,4,6,14,3,0,0,0,0,16,7,0,4,7,20,0,27
"A,C",4,6,14,3,0,0,0,0,16,7,0,4,7,20,0,27
BUSHWICK AVE.-ABERDEEN ST.,0,2,0,1,0,0,0,0,1,1,0,1,1,2,0,3
L,0,2,0,1,0,0,0,0,1,1,0,1,1,2,0,3
CARROLL STREET,0,2,1,1,0,0,0,0,0,1,0,3,2,2,0,4
"F,G",0,2,1,1,0,0,0,0,0,1,0,3,2,2,0,4
CHAUNCEY STREET,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,2
"J,Z",0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,2
CHURCH AVENUE,0,36,46,18,0,1,0,3,58,22,2,16,24,77,0,101
"2,5",0,30,35,12,0,1,0,3,48,13,2,12,20,58,0,78
"B,Q",0,6,8,5,0,0,0,0,10,7,0,2,3,16,0,19
"F,G",0,0,3,1,0,0,0,0,0,2,0,2,1,3,0,4
CLARK STREET,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"2,3",0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
CLEVELAND STREET,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
J,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
CLINTON-WASHINGTON AVENUES,0,8,15,1,0,0,0,1,3,8,0,12,11,13,0,24
C,0,8,14,1,0,0,0,1,3,8,0,11,10,13,0,23
G,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
CORTELYOU ROAD,0,3,4,0,0,0,0,0,3,2,0,2,3,4,0,7
Q,0,3,4,0,0,0,0,0,3,2,0,2,3,4,0,7
COURT STREET,0,0,2,1,1,0,0,0,3,1,0,0,0,4,0,4
R,0,0,2,1,1,0,0,0,3,1,0,0,0,4,0,4
CRESCENT STREET,0,2,1,1,0,0,0,0,1,3,0,0,0,4,0,4
"J,Z",0,2,1,1,0,0,0,0,1,3,0,0,0,4,0,4
CYPRESS HILLS,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,2
J,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,2
DEKALB AVENUE,1,33,51,15,0,0,0,12,18,30,2,38,20,80,0,100
"B,Q,R",1,26,30,7,0,0,0,11,18,14,2,19,15,49,0,64
L,0,7,21,8,0,0,0,1,0,16,0,19,5,31,0,36
DISTRICT 33 OFFICE,0,0,1,1,0,0,0,0,1,1,0,0,0,2,0,2
N/A,0,0,1,1,0,0,0,0,1,1,0,0,0,2,0,2
DITMAS AVENUE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
F,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
EAST 105 STREET,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,2
L,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,2
EASTERN PKWY-BROOKLYN MUSEUM,0,14,11,5,0,0,0,1,14,6,0,9,8,22,0,30
"2,3",0,14,11,5,0,0,0,1,14,6,0,9,8,22,0,30
EUCLID AVENUE,0,7,10,6,1,0,0,3,10,8,1,2,1,23,0,24
"A,C",0,7,10,6,1,0,0,3,10,8,1,2,1,23,0,24
FLATBUSH AVE.-BROOKLYN COLLEGE,3,34,21,11,2,0,0,3,43,16,1,8,17,54,0,71
"2,5",3,34,21,11,2,0,0,3,43,16,1,8,17,54,0,71
FLUSHING AVENUE,1,35,66,19,0,0,0,7,37,43,3,31,19,101,1,121
G,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
"J,M",1,35,65,19,0,0,0,7,36,43,3,31,19,100,1,120
FOREST AVENUE,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
M,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
FORT HAMILTON PKWY,0,4,10,7,1,0,0,3,3,11,0,5,5,17,0,22
D,0,2,5,5,0,0,0,3,2,6,0,1,1,11,0,12
"F,G",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
N,0,2,4,2,1,0,0,0,1,5,0,3,4,5,0,9
FRANKLIN AVENUE,0,34,65,14,1,0,0,12,53,25,4,20,24,90,0,114
"2,3,4,5",0,23,37,7,1,0,0,11,23,19,2,13,18,50,0,68
C,0,11,27,7,0,0,0,1,29,6,2,7,6,39,0,45
S,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
FRESH POND ROAD,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
M,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
FULTON STREET,0,1,3,1,0,0,0,0,2,1,0,2,0,5,0,5
G,0,1,3,1,0,0,0,0,2,1,0,2,0,5,0,5
GATES AVENUE,0,3,6,2,1,0,0,0,4,6,0,2,4,8,0,12
"J,Z",0,3,6,2,1,0,0,0,4,6,0,2,4,8,0,12
GRAHAM AVENUE,0,6,9,1,0,0,0,1,3,6,1,5,6,9,1,16
L,0,6,9,1,0,0,0,1,3,6,1,5,6,9,1,16
GRAND ARMY PLAZA,0,0,2,0,0,0,0,1,1,0,0,0,2,0,0,2
"2,3",0,0,2,0,0,0,0,1,1,0,0,0,2,0,0,2
